business_name,country,city,zone,reason,matched_existing_record,matched_source_file,source_url
IK Restaurante,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.ivankisic.pe/,,https://www.openstreetmap.org/node/4527179089
Tzuru Restaurant Nikkei,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.tzururestaurante.com/,,https://www.openstreetmap.org/node/4553480902
Don de Peter,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4555674790
CentrOral estética Dental Laser,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.centroral.com/,,https://www.openstreetmap.org/node/4558333191
Pollería Amill,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4559227395
Sayel Restaurante Vegetariano,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.elvegetarianosayel.com,,https://www.openstreetmap.org/node/4563641589
El Rosedal,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://elrosedaldesurco.com/,,https://www.openstreetmap.org/node/4600943389
d'Mary Stylos Saloon Hair,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4602089789
Clínica NATCLAR,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.natclar.com.pe/,,https://www.openstreetmap.org/node/4674945690
Chifa choi yi,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4676801792
Veggie Pizza,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.veggiepizza.pe,,https://www.openstreetmap.org/node/4685747789
Fem Salud S.A.C,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4699602789
Bon Ami,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4715660989
La Choza Náutica,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4724769493
La Choza Náutica,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4724781197
La Choza Náutica,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4724808489
El Rincón de Bigote,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4725852296
Chifa Chun Yion (Unión de Barranco),Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://chifachungyiondebarranco.com/,,https://www.openstreetmap.org/node/4760706121
Misi Vet,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4760927321
Notaría Carlos Herrera Carrera,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://notariaherreracarrera.com/,,https://www.openstreetmap.org/node/4764175947
Bao?,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4764219905
Costazul Seafood,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://costazulseafood.com/,,https://www.openstreetmap.org/node/4764975721
Isolina Taberna,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://isolina.pe,,https://www.openstreetmap.org/node/4764975921
Veterinaria The Pet's Corner,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4765719522
Gama Pets Care,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4765731521
La curva azul,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4795240921
Las Zarzas,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4799874621
Luminaris Spa,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://bienestarluminaris.com/,,https://www.openstreetmap.org/node/4806752121
Clinica Pablo Bermudez,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4808012782
Sushi Pop,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.sushipop.pe/,,https://www.openstreetmap.org/node/4849841121
Clínica Municipal Santa Anita,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://clinica-municipal-santa-anita.negocio.site/,,https://www.openstreetmap.org/node/4850387121
El Charrúa,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.elcharrua.com/,,https://www.openstreetmap.org/node/4858864494
Namu,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4879348721
La Cabrera,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://lacabreraperu.com/,,https://www.openstreetmap.org/node/4880787724
Mis engreidos Veterinaria Pet shop,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.veterinariamisengreidos.com/,,https://www.openstreetmap.org/node/4880939923
Meridiano Lima,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4880940222
Social.,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4882102722
Policlínico Peruano-Japonés,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4888683521
Black Maki Bar,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4889001524
Optica Rivera,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4890209822
Optica Rivera,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4890209921
La Vista Restaurant,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.espanol.marriott.com/hotels/hotel-information/restaurant/limdt-jw-marriott-hotel-lima/,,https://www.openstreetmap.org/node/4890540929
Chifa Jumbo,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://chifajumbo.com,,https://www.openstreetmap.org/node/4894077142
Yao Ling Spa,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://yaolingspa.com/,,https://www.openstreetmap.org/node/4906629134
Tu Chinindro,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4929408021
El parque,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4973644772
Kametsa Spa,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4981536921
Tragaluz,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.belmond.com/es/miraflores-park-lima/restaurants_lima,,https://www.openstreetmap.org/node/4990723113
Sangucheria El Chinito,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://elchinito.com.pe,,https://www.openstreetmap.org/node/4995543123
San Ceferino,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://restaurantsanceferino.com,,https://www.openstreetmap.org/node/4997758921
Osteria Gianfranco,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.gianfrancocaffe.com,,https://www.openstreetmap.org/node/5004995721
Tierra Santa,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/5005805759
Odontoled,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/5010407404
Paseo Colón,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://paseocolon.com/,,https://www.openstreetmap.org/node/5015691321
Mirada Glamour,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.miradaglamour.com/,,https://www.openstreetmap.org/node/5071636622
Lima Estudio Arquitectos,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/5076423087
Lourdes Flores Nano,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://lfnabogados.com.pe/,,https://www.openstreetmap.org/node/5076423088
Giorgio Dalla Pieta,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/5076423509
Clínica hogar de Maria,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/5076423515
Veterinaria Benavides,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://veterinariabenavides.got.to/,,https://www.openstreetmap.org/node/5076423938
La Baratura,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/5084261164
Costanera 700,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://costanera700.pe/,,https://www.openstreetmap.org/node/5099439821
El Chanchito,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.chicharroneria-elchanchito.com,,https://www.openstreetmap.org/node/5108348021
Estrella fu lai,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/5140690321
Destellos Ópticos,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/5148690722
Donde Jaimito,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/5168318421
Policlínico Esperanza,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/5176549021
health pet,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/5186361122
La choza nática,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/5223706765
DSdental,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/5243346622
